iter	Logloss
159	0.3785984895
160	0.3782262951
161	0.3778397757
162	0.3774384739
163	0.3769312763
164	0.3764836282
165	0.3759810951
166	0.3756478438
167	0.3752568546
168	0.3749383889
169	0.3745894496
170	0.3741459316
171	0.3736780193
172	0.3733760018
173	0.3729663159
174	0.3725823308
175	0.3722129118
176	0.3719708258
177	0.3716396876
178	0.3713477038
179	0.3710174415
180	0.3706194677
181	0.3703576792
182	0.3699016179
183	0.3695837402
184	0.3692335664
185	0.3689346046
186	0.3686155458
187	0.3682267447
188	0.3677353787
189	0.3674146629
190	0.367021176
191	0.3666578951
192	0.3664467034
193	0.3661375618
194	0.3658673985
195	0.3656096763
196	0.3652779657
197	0.3649927899
198	0.364651021
199	0.3643458879
200	0.3641241641
201	0.363781539
202	0.3634638692
203	0.3631254184
204	0.3627808623
205	0.3625438864
206	0.3622431425
207	0.3618256761
208	0.3615839639
209	0.3613454826
210	0.3609179074
211	0.3604304669
212	0.3602128882
213	0.3598516251
214	0.35962791
215	0.359331883
216	0.3590761437
217	0.3586693597
218	0.3583972551
219	0.3581160143
220	0.3578390792
221	0.357384877
222	0.357071759
223	0.3567722123
224	0.3565411554
225	0.3562793739
226	0.3559869662
227	0.3557400134
228	0.3554333958
229	0.3551690461
230	0.3548873177
231	0.3545472673
232	0.3542180453
233	0.3540220828
234	0.3537129079
235	0.3534104559
236	0.3532068009
237	0.3529555394
238	0.3527162215
239	0.3525130551
240	0.3522770922
241	0.3519890712
242	0.3517690386
243	0.3515650527
244	0.3513224113
245	0.3510867509
246	0.3508520075
247	0.3506326726
248	0.3504281078
249	0.3502121362
250	0.350010237
251	0.3497647119
252	0.3495594281
253	0.3491975687
254	0.3489486181
255	0.3485887033
256	0.3483490282
257	0.3479976678
258	0.3477885587
259	0.3475767665
260	0.3473248121
261	0.3470926188
262	0.3469414389
263	0.3466119631
264	0.3464149123
265	0.3461498242
266	0.3459089726
267	0.3457346215
268	0.3455773044
269	0.3451286537
270	0.3449593157
271	0.3448197409
272	0.3445558423
273	0.344366758
274	0.3440880722
275	0.343888784
276	0.3437648947
277	0.3436432028
278	0.3434230874
279	0.3430888717
280	0.3429093124
281	0.3426112718
282	0.3423832473
283	0.342241941
284	0.3420477265
285	0.3418554803
286	0.3416853688
287	0.341502338
288	0.3412281592
289	0.3410810363
290	0.3409066046
291	0.3406590491
292	0.340382054
293	0.3400493682
294	0.3398303525
295	0.3395274201
296	0.3392196574
297	0.3389892891
298	0.3387535442
299	0.3385123997
300	0.3383375085
301	0.3381581317
302	0.3379375523
303	0.3378242971
304	0.3376939118
305	0.3374213892
306	0.3372148693
307	0.3370128297
308	0.3368147548
309	0.3366369831
310	0.3364933291
311	0.3363041419
312	0.3361661872
313	0.3359809254
314	0.3358072557
315	0.3355197485
316	0.3353946908
317	0.3352423819
318	0.3349624226
319	0.3347270891
320	0.3345200727
321	0.3343377287
322	0.3341850172
323	0.3339542913
324	0.3337691699
325	0.3335752551
326	0.3333333639
327	0.3331264259
328	0.3329480873
329	0.3327110677
330	0.3325444918
331	0.3323994746
332	0.3322217756
333	0.3321009956
334	0.3319670478
335	0.331865323
336	0.331571338
337	0.3313719163
338	0.3310840248
339	0.330931968
340	0.3307836997
341	0.3306221153
342	0.3304447419
343	0.330303649
344	0.3301444968
345	0.329994595
346	0.3296998476
347	0.3295589762
348	0.3294968334
349	0.3292658847
350	0.3291226561
351	0.3289992527
352	0.3288422111
353	0.3286656286
354	0.3285268899
355	0.3283832483
356	0.3282649265
357	0.32816566
358	0.3280401117
359	0.3279643904
360	0.3276231468
361	0.3274539635
362	0.3273366236
363	0.3271798171
364	0.3270725711
365	0.3269076663
366	0.3267077347
367	0.3265640991
368	0.3263746079
369	0.3262083188
370	0.326063617
371	0.3259677196
372	0.3258441377
373	0.325722455
374	0.3255479353
375	0.3254563796
376	0.3252850505
377	0.325132714
378	0.3249629764
379	0.3247554968
380	0.3245412573
381	0.324322798
382	0.3242003145
383	0.3240629193
384	0.3239700099
385	0.3238892513
386	0.3237261553
387	0.3236151603
388	0.3233776941
389	0.3231768952
390	0.3230721089
391	0.3229235741
392	0.3227813949
393	0.3226242209
394	0.322477856
395	0.3223542493
396	0.3222569867
397	0.3220542255
398	0.3219068223
399	0.3218236374
400	0.3216535291
401	0.3215169082
402	0.3214225048
403	0.3210649065
404	0.3208808989
405	0.3207052015
406	0.320548003
407	0.3204092298
408	0.3202603822
409	0.3201213584
410	0.3199140992
411	0.3197806328
412	0.3196614211
413	0.3195203855
414	0.3193544936
415	0.3192178706
416	0.319102783
417	0.3189575625
418	0.3187723159
419	0.3186687159
420	0.318459607
421	0.3183147139
422	0.3180644998
423	0.3179507092
424	0.3178017992
425	0.3176111096
426	0.3173899649
427	0.3172580152
428	0.3171131912
429	0.316959096
430	0.3167819288
431	0.3164514221
432	0.3163371294
433	0.3162267817
434	0.3161570666
435	0.3160611967
436	0.3158954162
437	0.315746894
438	0.3156635699
439	0.3155471222
440	0.3154069078
441	0.3152675202
442	0.3151679682
443	0.315086665
444	0.3149906939
445	0.314874657
446	0.3147685505
447	0.3146627299
448	0.3145120192
449	0.3144112427
450	0.3143187589
451	0.314222783
452	0.3140803198
453	0.3139473664
454	0.3138486637
455	0.3137361561
456	0.3136243061
457	0.3135320722
458	0.3134308494
459	0.313347889
460	0.3132070265
461	0.3130976786
462	0.3129427481
463	0.3128245485
464	0.312718844
465	0.3125993853
466	0.3125225487
467	0.3124330292
468	0.3122698276
469	0.3121256071
470	0.311996315
471	0.31190167
472	0.3117630373
473	0.3116174099
474	0.3115445801
475	0.3114441444
476	0.3113208977
477	0.3111099406
478	0.3110129982
479	0.3109263262
480	0.3107811207
481	0.310687478
482	0.3106152695
483	0.3105620278
484	0.3104055028
485	0.3103046584
486	0.3102380222
487	0.3100913826
488	0.3100087304
489	0.3098813926
490	0.3097751161
491	0.3096686802
492	0.3095642815
493	0.3094488443
494	0.3093357566
495	0.3092068066
496	0.3091388428
497	0.3089973349
498	0.3088992842
499	0.3088122831
500	0.308718834
501	0.3085295216
502	0.3083386895
503	0.3081973559
504	0.3079676593
505	0.3078465196
506	0.3077221638
507	0.3076118469
508	0.3075381369
509	0.3074115851
510	0.3073209939
511	0.3071989862
512	0.3069819582
513	0.3068744675
514	0.3067794895
515	0.3064817184
516	0.3062760847
517	0.3061834418
518	0.3060843207
519	0.3059722287
520	0.3057699049
521	0.3056578459
522	0.305592738
523	0.3054827446
524	0.3053632073
525	0.305263359
526	0.3051721259
527	0.3050621334
528	0.3049838659
529	0.3048593352
530	0.3047712302
531	0.3046105606
532	0.3045365686
533	0.3043913
534	0.3043196124
535	0.304233652
536	0.3040881283
537	0.3039998544
538	0.3039047737
539	0.30385741
540	0.3037612693
541	0.3036298222
542	0.3034695034
543	0.3033591578
544	0.3032778349
545	0.3032090516
546	0.3031463147
547	0.3030059037
548	0.3029021615
549	0.3027862502
550	0.3027038674
551	0.3026203065
552	0.3024539811
553	0.3023934498
554	0.3023335286
555	0.3022253471
556	0.3021249724
557	0.3020104614
558	0.3019217159
559	0.3018186429
560	0.3016982895
561	0.3016138387
562	0.3015219846
563	0.3014146024
564	0.3013067997
565	0.3011790489
566	0.3010868165
567	0.3010201031
568	0.3009430662
569	0.3008540622
570	0.3007619854
571	0.3006512465
572	0.3005503616
573	0.3004339833
574	0.3003589482
575	0.3002649677
576	0.3001507966
577	0.3000539978
578	0.299991849
579	0.2999083781
580	0.2998364887
581	0.2997514
582	0.2996399766
583	0.2995710921
584	0.2994676343
585	0.2992642507
586	0.2992014286
587	0.2991019332
588	0.2990299115
589	0.298879745
590	0.2987559072
591	0.2986496439
592	0.2986046998
593	0.2985435385
594	0.2984632469
595	0.2983657087
596	0.2982340093
597	0.2981472877
598	0.298017407
599	0.29796321
600	0.2978258256
601	0.297741678
602	0.2976629861
603	0.297592229
604	0.2975147216
605	0.2974541908
606	0.2973149652
607	0.2972427031
608	0.2971497642
609	0.2970708355
610	0.2969910191
611	0.2968806701
612	0.2967903141
613	0.2966809623
614	0.2966073755
615	0.2965513533
616	0.2964687587
617	0.2963982504
618	0.2962896764
619	0.2961576657
620	0.2960305086
621	0.2959102829
622	0.2958548195
623	0.2957886061
624	0.2956116705
625	0.2954941616
626	0.2953834343
627	0.2952812873
628	0.2951925315
629	0.2951292015
630	0.2950547317
631	0.2949635438
632	0.294819817
633	0.2947461002
634	0.2946706518
635	0.2946025905
636	0.2944944676
637	0.2943521144
638	0.2942680354
639	0.2941707418
640	0.2941068038
641	0.2940679536
642	0.2939809849
643	0.2939194938
644	0.2938400482
645	0.2937181283
646	0.2936263544
647	0.2935696156
648	0.2934836357
649	0.2933703971
650	0.2933050791
651	0.2931710281
652	0.2928941807
653	0.2927843429
654	0.2927163482
655	0.2925955168
656	0.2924659382
657	0.2924124602
658	0.2923269045
659	0.2922445355
660	0.2921794889
661	0.2921001332
662	0.2920004406
663	0.291922906
664	0.2918484071
665	0.2917891454
666	0.291707136
667	0.2916065149
668	0.2915352267
669	0.2914871291
670	0.2913989335
671	0.291281799
672	0.2911759072
673	0.2911253596
674	0.2910739588
675	0.2910100078
676	0.290961651
677	0.2908569311
678	0.290798502
679	0.2907141592
680	0.2906402384
681	0.2905816689
682	0.2904730575
683	0.2903125801
684	0.2901965962
685	0.2901253164
686	0.289997393
687	0.2899313199
688	0.289829282
689	0.2897491334
690	0.2896857466
691	0.2896022212
692	0.2894617335
693	0.2894183495
694	0.2893566766
695	0.2892475293
696	0.2891831939
697	0.2890750514
698	0.2890221607
699	0.2889321257
700	0.2888599478
701	0.2887915822
702	0.2887427625
703	0.2886981042
704	0.2886195718
705	0.2885721878
706	0.2884875187
707	0.2884234037
708	0.2883324086
709	0.2882775249
710	0.288160436
711	0.2880965366
712	0.2880486003
713	0.2879859606
714	0.2879518321
715	0.2878693757
716	0.2878190808
717	0.2876625704
718	0.2876115239
719	0.2875286756
720	0.287472739
721	0.2873979815
722	0.2873534695
723	0.2872384219
724	0.2871729222
725	0.2871100188
726	0.2869754231
727	0.2868601215
728	0.2868131732
729	0.2867372102
730	0.286691245
731	0.2865728155
732	0.2865027199
733	0.2862893351
734	0.2861686331
735	0.286084347
736	0.2860018765
737	0.2859496372
738	0.2858433818
739	0.2857785887
740	0.2857030464
741	0.285643456
742	0.2855708769
743	0.2854843793
744	0.2854266856
745	0.2853205976
746	0.2852335181
747	0.2851892656
748	0.2850528135
749	0.285006874
750	0.2849407297
751	0.2848864847
752	0.2847886164
753	0.2847280291
754	0.2846705829
755	0.2846255636
756	0.2845796629
757	0.2845177334
758	0.2844428661
759	0.2843684993
760	0.2843081295
761	0.2842228075
762	0.284149095
763	0.2840855025
764	0.2839826283
765	0.2838434176
766	0.2837635057
767	0.283705933
768	0.2836277541
769	0.2835925731
770	0.283508269
771	0.2834212826
772	0.2833386782
773	0.283231533
774	0.283185849
775	0.2830761647
776	0.2830076101
777	0.2829322707
778	0.2828439202
779	0.2827633604
780	0.2826925573
781	0.2826116338
782	0.2824968214
783	0.2824483491
784	0.2824004547
785	0.2823397699
786	0.2821798171
787	0.2820606612
788	0.2819745961
789	0.2819232248
790	0.2818481948
791	0.2817985492
792	0.2817215997
793	0.2816676439
794	0.2815399185
795	0.2814695211
796	0.2814042886
797	0.2813349429
798	0.2812577886
799	0.2812183668
800	0.2811394006
801	0.2810354436
802	0.2809542204
803	0.2808793756
804	0.2808278033
805	0.2807468651
806	0.2806601988
807	0.2806133291
808	0.2805248383
809	0.2804840342
810	0.2803665099
811	0.280296402
812	0.2802382806
813	0.2801830687
814	0.2801347286
815	0.2800589822
816	0.2799983253
817	0.2799047357
818	0.2798522921
819	0.2797805477
820	0.2797131078
821	0.2796698017
822	0.2796342948
823	0.279594717
824	0.2795030753
825	0.2794273443
826	0.2793585877
827	0.2792425403
828	0.2792144977
829	0.2791447544
830	0.2790458143
831	0.2790075369
832	0.278936694
833	0.2788174233
834	0.2787485594
835	0.2786947155
836	0.278621644
837	0.278567307
838	0.2784789318
839	0.2784084354
840	0.2783386467
841	0.2782685028
842	0.2782006651
843	0.2781293491
844	0.2780481418
845	0.2780113454
846	0.2779662498
847	0.2778508802
848	0.2778001048
849	0.2776711487
850	0.2776065483
851	0.2775427875
852	0.2774845774
853	0.2773522179
854	0.2772792515
855	0.2771863711
856	0.2771588874
857	0.2770889069
858	0.2770398035
859	0.2769968318
860	0.2769178415
861	0.2768540074
862	0.2767694921
863	0.276711999
864	0.2765975935
865	0.2765598559
866	0.276455125
867	0.27636861
868	0.2763359306
869	0.2762716618
870	0.2762234769
871	0.2761723911
872	0.2761050275
873	0.2760608498
874	0.2758893173
875	0.2757860856
876	0.2757358327
877	0.2756576804
878	0.2756036323
879	0.2755565894
880	0.2754768015
881	0.2754030571
882	0.2752812421
883	0.2752089061
884	0.2751745408
885	0.2751106269
886	0.275000767
887	0.2749255597
888	0.2748197677
889	0.2747532414
890	0.2747006358
891	0.2746689775
892	0.2746019372
893	0.2745295983
894	0.2744509005
895	0.2744065319
896	0.2742919142
897	0.2742278936
898	0.274168519
899	0.2741022863
900	0.2740402968
901	0.2739925971
902	0.2739121118
903	0.2738700066
904	0.2738092106
905	0.2737575679
906	0.2737210036
907	0.2736588241
908	0.2735743408
909	0.2735412955
910	0.2734810266
911	0.2734083347
912	0.2733552047
913	0.2732920919
914	0.2732376421
915	0.273205563
916	0.2731249931
917	0.2730922726
918	0.27301677
919	0.2729487099
920	0.2728663812
921	0.2728201206
922	0.2727736427
923	0.2726574473
924	0.2726325126
925	0.2725721062
926	0.2724932681
927	0.2724524101
928	0.272379213
929	0.2723148903
930	0.2722593175
931	0.2721837393
932	0.2721007248
933	0.2720086187
934	0.2719234823
935	0.2718026588
936	0.2717094105
937	0.2716704759
938	0.2716378012
939	0.2715799309
940	0.271482262
941	0.2714334569
942	0.2713761149
943	0.271318232
944	0.2712042106
945	0.2711537904
946	0.2710727235
947	0.2710094142
948	0.2709593957
949	0.2708510173
950	0.270797645
951	0.2707246914
952	0.2706495307
953	0.2704550115
954	0.2703809381
955	0.2702756428
956	0.2702183164
957	0.270119209
958	0.2700919665
959	0.2699966372
960	0.2698723124
961	0.2697895263
962	0.2696970562
963	0.2696202982
964	0.2695366423
965	0.2693430065
966	0.2692523333
967	0.2691879697
968	0.2691426683
969	0.2690718052
970	0.2690320131
971	0.2688420988
972	0.2687311503
973	0.2686628038
974	0.268601194
975	0.2685293089
976	0.26846025
977	0.2684285127
978	0.2683842434
979	0.268325502
980	0.2682901453
981	0.2682322449
982	0.2681814074
983	0.2681054494
984	0.2680509114
985	0.2679652047
986	0.2679201492
987	0.2677964541
988	0.2677380178
989	0.2676316675
990	0.2674170986
991	0.2673328401
992	0.2672845724
993	0.2671907471
994	0.2671284801
995	0.2670721497
996	0.2670171973
997	0.266966163
998	0.2669046136
999	0.266835334
